Measurement date,SO2,NO2,O3,CO,PM10,PM2.5,precipitation,wind_speed,wind_direction,humidity,local pressure,ground_temperature
1484064000000000000,0.004,0.016,0.035,0.3,VERY BAD,7.0,0.0,6.2,290.0,27.0,1012.3,3.3
1484067600000000000,0.004,0.017,0.032,0.3,VERY BAD,11.0,0.0,4.2,270.0,30.0,1012.5,-1.6
1484071200000000000,0.004,0.014,0.032,0.3,VERY BAD,9.0,0.0,3.2,270.0,34.0,1013.4,-3.4
1484074800000000000,0.004,0.018,0.028,0.3,VERY BAD,9.0,0.0,2.9,290.0,35.0,1014.0,-4.5
1484078400000000000,0.004,0.021,0.023,0.4,VERY BAD,10.0,0.0,5.6,290.0,34.0,1014.3,-4.9
1484082000000000000,0.004,0.016,0.026,0.4,VERY BAD,10.0,0.0,4.0,270.0,39.0,1015.0,-5.9
1484085600000000000,0.004,0.015,0.028,0.4,VERY BAD,11.0,0.0,3.2,290.0,41.0,1015.9,-6.6
1484089200000000000,0.004,0.015,0.027,0.4,VERY BAD,11.0,0.0,2.5,290.0,42.0,1016.4,-7.3
1484092800000000000,0.005,0.012,0.03,0.4,VERY BAD,7.0,0.0,2.2,250.0,37.0,1016.7,-7.9
1484096400000000000,0.005,0.01,0.031,0.3,VERY BAD,4.0,0.0,3.4,270.0,36.0,1016.9,-8.1
1484100000000000000,0.005,0.009,0.033,0.3,VERY BAD,4.0,0.0,1.3,290.0,36.0,1017.2,-8.9
1484103600000000000,0.005,0.01,0.031,0.3,VERY BAD,2.0,0.0,1.5,250.0,35.0,1017.1,-9.2
1484107200000000000,0.005,0.011,0.03,0.4,VERY BAD,7.0,0.0,1.8,270.0,35.0,1016.9,-9.5
1484110800000000000,0.005,0.013,0.029,0.4,VERY BAD,6.0,0.0,1.0,290.0,37.0,1016.7,-10.2
1484114400000000000,0.005,0.017,0.024,0.4,VERY BAD,7.0,0.0,1.4,270.0,38.0,1016.6,-10.4
1484118000000000000,0.005,0.03,0.016,0.4,VERY BAD,9.0,0.0,1.2,270.0,38.0,1016.7,-10.7
1484121600000000000,0.006,0.039,0.006,0.6,VERY BAD,14.0,0.0,0.7,200.0,33.0,1016.6,-10.7
1484125200000000000,0.0069999999999999,0.043,0.0069999999999999,0.8,VERY BAD,13.0,0.0,0.9,270.0,27.0,1016.8,-5.0
1484128800000000000,0.0069999999999999,0.042,0.009,0.7,VERY BAD,13.0,0.0,0.8,270.0,25.0,1016.8,2.3
1484132400000000000,0.006,0.039,0.012,0.7,VERY BAD,10.0,0.0,1.5,270.0,27.0,1016.0,7.6
1484136000000000000,0.006,0.034,0.019,0.5,VERY BAD,14.0,0.0,2.6,250.0,30.0,1014.6,10.9
1484139600000000000,0.006,0.037,0.018,0.5,VERY BAD,16.0,0.0,2.8,250.0,31.0,1013.5,12.3
1484143200000000000,0.0069999999999999,0.037,0.018,0.4,VERY BAD,20.0,0.0,2.8,270.0,34.0,1012.8,11.8
1484146800000000000,0.006,0.024,0.028,0.3,VERY BAD,13.0,0.0,4.4,270.0,39.0,1012.7,9.5
1484150400000000000,0.005,0.019,0.032,0.4,VERY BAD,14.0,0.0,4.3,290.0,31.0,1012.7,4.3
1484154000000000000,0.005,0.028,0.026,0.4,VERY BAD,11.0,0.0,3.0,270.0,28.0,1012.7,-1.8
1484157600000000000,0.005,0.028,0.022,0.5,VERY BAD,12.0,0.0,2.2,270.0,30.0,1012.7,-3.6
1484161200000000000,0.005,0.048,0.008,0.6,VERY BAD,10.0,0.0,2.2,270.0,39.0,1012.4,-4.2
1484164800000000000,0.005,0.046,0.0069999999999999,0.5,VERY BAD,12.0,0.0,2.5,270.0,46.0,1012.3,-4.5
1484168400000000000,0.005,0.041,0.012,0.5,VERY BAD,10.0,0.0,2.5,250.0,43.0,1012.5,-4.3
1484172000000000000,0.005,0.052,0.005,0.6,VERY BAD,9.0,0.0,1.1,250.0,46.0,1011.8,-2.2
1484175600000000000,0.005,0.05,0.004,0.6,VERY BAD,14.0,0.0,1.9,250.0,48.0,1011.7,-1.5
1484179200000000000,0.005,0.053,0.003,0.6,VERY BAD,14.0,0.0,1.9,230.0,49.0,1011.2,-1.5
1484182800000000000,0.005,0.051,0.003,0.6,VERY BAD,16.0,0.0,2.2,180.0,54.0,1010.4,-0.9
1484186400000000000,0.004,0.049,0.004,0.6,VERY BAD,13.0,0.0,1.2,250.0,72.0,1010.0,-2.2
1484190000000000000,0.004,0.049,0.003,0.6,VERY BAD,19.0,0.0,0.2,0.0,75.0,1010.0,-2.0
1484193600000000000,0.004,0.048,0.003,0.7,VERY BAD,27.0,0.0,1.1,160.0,80.0,1009.3,-4.3
1484197200000000000,0.004,0.048,0.003,0.7,VERY BAD,25.0,0.0,2.2,250.0,74.0,1008.7,-3.2
1484200800000000000,0.005,0.052,0.003,0.9,VERY BAD,26.0,0.0,1.7,250.0,62.0,1008.3,-2.1
1484204400000000000,0.006,0.057,0.003,0.9,VERY BAD,28.0,0.0,3.1,270.0,57.0,1008.0,-2.9
1484208000000000000,0.006,0.057,0.004,1.0,VERY BAD,26.0,0.0,3.3,320.0,58.0,1007.9,-3.1
1484211600000000000,0.006,0.055,0.006,0.9,VERY BAD,32.0,0.0,3.9,320.0,55.0,1008.0,-1.7
1484215200000000000,0.005,0.033,0.016,0.5,VERY BAD,20.0,0.0,3.0,290.0,44.0,1008.8,5.2
1484218800000000000,0.006,0.024,0.024,0.5,VERY BAD,19.0,0.0,3.5,290.0,35.0,1008.8,6.9
1484222400000000000,0.006,0.018,0.032,0.5,VERY BAD,26.0,0.0,4.0,270.0,32.0,1007.8,10.3
1484226000000000000,0.006,0.016,0.035,0.5,VERY BAD,23.0,0.0,4.3,290.0,30.0,1006.6,12.0
1484229600000000000,0.005,0.012,0.038,0.4,VERY BAD,17.0,0.0,4.4,290.0,28.0,1005.9,12.1
1484233200000000000,0.004,0.013,0.037,0.3,VERY BAD,5.0,0.0,5.7,290.0,23.0,1006.0,7.6
1484236800000000000,0.004,0.015,0.035,0.3,VERY BAD,6.0,0.0,4.2,270.0,23.0,1005.8,5.2
1484240400000000000,0.004,0.014,0.035,0.3,VERY BAD,10.0,0.0,4.9,270.0,21.0,1005.8,-2.0
1484244000000000000,0.004,0.018,0.031,0.3,VERY BAD,6.0,0.0,2.9,270.0,26.0,1006.1,-3.8
1484247600000000000,0.004,0.015,0.032,0.3,VERY BAD,4.0,0.0,3.7,270.0,28.0,1006.3,-4.6
1484251200000000000,0.004,0.017,0.029,0.3,VERY BAD,6.0,0.0,3.9,270.0,29.0,1006.5,-5.2
1484254800000000000,0.004,0.013,0.032,0.3,VERY BAD,10.0,0.0,3.9,270.0,32.0,1006.7,-5.7
1484258400000000000,0.004,0.014,0.031,0.3,VERY BAD,7.0,0.0,2.3,270.0,36.0,1007.1,-6.5
1484262000000000000,0.004,0.015,0.032,0.3,VERY BAD,11.0,0.0,3.8,290.0,36.0,1007.5,-6.7
1484265600000000000,0.004,0.014,0.033,0.3,VERY BAD,15.0,0.0,2.7,270.0,40.0,1007.7,-7.2
1484269200000000000,0.004,0.015,0.031,0.3,VERY BAD,13.0,0.0,2.0,250.0,44.0,1007.5,-7.9
1484272800000000000,0.004,0.016,0.03,0.4,VERY BAD,11.0,0.0,1.4,250.0,46.0,1007.7,-8.1
1484276400000000000,0.004,0.013,0.032,0.3,VERY BAD,9.0,0.0,2.5,250.0,43.0,1007.9,-8.2
1484280000000000000,0.004,0.015,0.03,0.4,VERY BAD,9.0,0.0,1.1,20.0,38.0,1007.1,-9.1
1484283600000000000,0.004,0.025,0.023,0.4,VERY BAD,10.0,0.0,1.4,270.0,37.0,1006.6,-8.9
1484287200000000000,0.004,0.027,0.017,0.4,VERY BAD,8.0,0.0,1.2,270.0,37.0,1006.0,-9.2
1484290800000000000,0.004,0.03,0.016,0.5,VERY BAD,5.0,0.0,1.3,360.0,38.0,1006.0,-6.9
1484294400000000000,0.004,0.026,0.019,0.4,VERY BAD,6.0,0.0,1.6,340.0,28.0,1005.9,-5.5
1484298000000000000,0.004,0.025,0.021,0.4,VERY BAD,8.0,0.0,1.5,340.0,58.0,1006.0,-3.9
1484301600000000000,0.003,0.026,0.021,0.4,VERY BAD,10.0,0.0,1.5,20.0,64.0,1006.1,-1.5
1484305200000000000,0.003,0.027,0.019,0.5,VERY BAD,9.0,0.0,1.3,250.0,81.0,1006.1,-0.3
1484308800000000000,0.004,0.028,0.021,0.5,VERY BAD,8.0,0.6,2.3,270.0,70.0,1005.3,4.7
1484312400000000000,0.004,0.019,0.031,0.4,VERY BAD,10.0,0.0,2.5,270.0,62.0,1004.7,8.1
1484316000000000000,0.005,0.016,0.033,0.3,VERY BAD,0.0,0.0,3.6,250.0,49.0,1004.2,9.0
1484319600000000000,0.005,0.017,0.035,0.2,VERY BAD,14.0,0.0,3.3,270.0,39.0,1004.5,6.9
1484323200000000000,0.005,0.019,0.031,0.4,VERY BAD,23.0,0.0,5.3,270.0,34.0,1004.7,2.1
1484326800000000000,0.004,0.024,0.026,0.4,VERY BAD,18.0,0.0,5.6,290.0,39.0,1005.3,-2.3
1484330400000000000,0.004,0.018,0.027,0.4,VERY BAD,15.0,0.0,4.3,270.0,44.0,1006.0,-4.2
1484334000000000000,0.004,0.017,0.028,0.3,VERY BAD,10.0,0.0,4.9,290.0,37.0,1006.9,-4.9
1484337600000000000,0.004,0.015,0.03,0.3,VERY BAD,12.0,0.0,5.9,270.0,39.0,1007.7,-6.3
1484341200000000000,0.005,0.015,0.028,0.3,VERY BAD,12.0,0.0,4.4,270.0,44.0,1008.8,-7.3
1484344800000000000,0.005,0.019,0.025,0.4,VERY BAD,13.0,0.0,2.5,320.0,44.0,1009.6,-8.3
1484348400000000000,0.005,0.019,0.025,0.4,VERY BAD,13.0,0.0,2.2,270.0,45.0,1010.1,-8.9
1484352000000000000,0.004,0.016,0.028,0.4,VERY BAD,13.0,0.0,2.4,270.0,44.0,1010.4,-9.4
1484355600000000000,0.004,0.013,0.03,0.4,VERY BAD,10.0,0.0,2.9,270.0,43.0,1010.9,-9.6
1484359200000000000,0.003,0.011,0.031,0.4,VERY BAD,11.0,0.0,2.3,290.0,44.0,1011.4,-9.9
1484362800000000000,0.004,0.01,0.032,0.4,VERY BAD,11.0,0.0,3.2,320.0,45.0,1012.1,-9.9
1484366400000000000,0.004,0.01,0.031,0.4,VERY BAD,10.0,0.0,2.5,290.0,48.0,1012.7,-10.5
1484370000000000000,0.004,0.011,0.03,0.4,VERY BAD,10.0,0.0,3.5,290.0,46.0,1012.6,-10.5
1484373600000000000,0.004,0.012,0.028,0.3,VERY BAD,14.0,0.0,4.2,290.0,48.0,1013.1,-10.6
1484377200000000000,0.004,0.014,0.026,0.1,VERY BAD,10.0,0.0,3.4,290.0,44.0,1013.8,-10.9
1484380800000000000,0.004,0.015,0.027,0.3,VERY BAD,7.0,0.0,3.6,270.0,38.0,1014.7,-11.2
1484384400000000000,0.005,0.014,0.027,0.3,VERY BAD,6.0,0.0,4.4,270.0,35.0,1015.2,-7.0
1484388000000000000,0.005,0.013,0.028,0.3,VERY BAD,5.0,0.0,4.9,290.0,31.0,1015.7,-1.2
1484391600000000000,0.005,0.01,0.03,0.3,VERY BAD,8.0,0.0,3.7,320.0,28.0,1015.9,5.0
1484395200000000000,0.004,0.01,0.031,0.4,VERY BAD,6.0,0.0,4.9,290.0,25.0,1015.0,7.5
1484398800000000000,0.004,0.01,0.032,0.4,VERY BAD,6.0,0.0,4.6,290.0,24.0,1014.3,9.4
1484402400000000000,0.004,0.009,0.033,0.3,VERY BAD,4.0,0.0,5.5,290.0,23.0,1013.7,8.0
1484406000000000000,0.004,0.009,0.034,0.3,VERY BAD,8.0,0.0,5.4,290.0,24.0,1013.7,4.4
1484409600000000000,0.005,0.011,0.032,0.4,VERY BAD,10.0,0.0,4.8,290.0,24.0,1013.8,1.2
1484413200000000000,0.005,0.012,0.032,0.4,VERY BAD,14.0,0.0,4.5,320.0,26.0,1014.2,-4.4
1484416800000000000,0.004,0.015,0.028,0.4,VERY BAD,8.0,0.0,3.1,290.0,28.0,1014.8,-6.5
1484420400000000000,0.004,0.016,0.027,0.4,VERY BAD,8.0,0.0,3.0,320.0,29.0,1015.4,-7.5
1484424000000000000,0.004,0.017,0.026,0.4,VERY BAD,8.0,0.0,4.1,290.0,30.0,1015.5,-8.6
1484427600000000000,0.004,0.013,0.028,0.4,VERY BAD,8.0,0.0,3.0,340.0,31.0,1016.5,-9.6
1484431200000000000,0.004,0.014,0.027,0.4,VERY BAD,8.0,0.0,3.5,340.0,31.0,1016.9,-10.2
1484434800000000000,0.004,0.015,0.026,0.4,VERY BAD,7.0,0.0,2.6,20.0,29.0,1017.2,-11.1
1484438400000000000,0.004,0.015,0.025,0.4,VERY BAD,12.0,0.0,3.3,320.0,30.0,1017.6,-11.2
1484442000000000000,0.004,0.013,0.028,0.4,VERY BAD,7.0,0.0,1.5,360.0,31.0,1018.1,-12.0
1484445600000000000,0.004,0.014,0.026,0.4,VERY BAD,9.0,0.0,0.7,230.0,33.0,1018.3,-12.7
1484449200000000000,0.004,0.015,0.024,0.5,VERY BAD,7.0,0.0,1.9,270.0,33.0,1018.3,-12.6
1484452800000000000,0.003,0.011,0.027,0.4,VERY BAD,9.0,0.0,2.1,270.0,34.0,1018.6,-12.7
1484456400000000000,0.004,0.013,0.025,0.4,VERY BAD,7.0,0.0,1.0,250.0,35.0,1018.7,-13.1
1484460000000000000,0.004,0.015,0.023,0.4,VERY BAD,6.0,0.0,1.6,270.0,38.0,1018.8,-13.3
1484463600000000000,0.004,0.011,0.026,0.4,VERY BAD,7.0,0.0,1.4,270.0,42.0,1018.9,-13.6
1484467200000000000,0.004,0.017,0.022,0.4,VERY BAD,9.0,0.0,1.4,270.0,44.0,1019.2,-13.3
1484470800000000000,0.004,0.015,0.023,0.5,VERY BAD,8.0,0.0,2.3,270.0,40.0,1019.1,-6.8
1484474400000000000,0.005,0.018,0.023,0.5,VERY BAD,8.0,0.0,3.4,290.0,34.0,1019.2,1.0
1484478000000000000,0.005,0.017,0.024,0.6,VERY BAD,11.0,0.0,3.6,270.0,30.0,1018.7,7.1
1484481600000000000,0.005,0.024,0.021,0.6,VERY BAD,13.0,0.0,2.6,290.0,28.0,1017.8,10.6
1484485200000000000,0.005,0.018,0.024,0.6,VERY BAD,14.0,0.0,4.1,270.0,27.0,1016.6,11.5
1484488800000000000,0.004,0.015,0.029,0.6,VERY BAD,13.0,0.0,3.8,290.0,27.0,1016.0,12.5
1484492400000000000,0.004,0.021,0.027,0.6,VERY BAD,14.0,0.0,3.0,270.0,27.0,1015.8,9.3
1484496000000000000,0.004,0.021,0.026,0.5,VERY BAD,17.0,0.0,2.3,270.0,26.0,1015.8,5.2
1484499600000000000,0.004,0.024,0.022,0.5,VERY BAD,18.0,0.0,2.3,270.0,29.0,1015.7,-2.8
1484503200000000000,0.003,0.034,0.016,0.5,VERY BAD,16.0,0.0,1.5,250.0,31.0,1015.7,-5.2
1484506800000000000,0.004,0.043,0.008,0.6,VERY BAD,15.0,0.0,2.1,230.0,38.0,1016.0,-5.7
1484510400000000000,0.004,0.049,0.004,0.6,VERY BAD,17.0,0.0,1.8,250.0,43.0,1016.1,-6.4
1484514000000000000,0.004,0.04,0.0069999999999999,0.6,VERY BAD,17.0,0.0,1.5,290.0,41.0,1016.2,-6.8
1484517600000000000,0.003,0.038,0.009,0.6,VERY BAD,18.0,0.0,3.9,320.0,39.0,1016.3,-6.7
1484521200000000000,0.004,0.047,0.004,0.7,VERY BAD,20.0,0.0,3.3,290.0,41.0,1016.2,-7.7
1484524800000000000,0.004,0.035,0.009,0.6,VERY BAD,21.0,0.0,2.2,290.0,44.0,1016.1,-8.7
1484528400000000000,0.004,0.033,0.01,0.6,VERY BAD,20.0,0.0,0.9,340.0,45.0,1016.3,-10.6
1484532000000000000,0.004,0.018,0.02,0.5,VERY BAD,17.0,0.0,1.1,160.0,43.0,1016.5,-11.2
1484535600000000000,0.004,0.022,0.02,0.5,VERY BAD,16.0,0.0,0.7,20.0,43.0,1016.9,-11.8
1484539200000000000,0.004,0.033,0.009,0.6,VERY BAD,21.0,0.0,0.9,320.0,46.0,1017.3,-11.8
1484542800000000000,0.004,0.04,0.004,0.8,VERY BAD,26.0,0.0,1.1,290.0,50.0,1017.3,-12.0
1484546400000000000,0.004,0.042,0.004,0.9,VERY BAD,28.0,0.0,1.4,250.0,45.0,1017.5,-12.4
1484550000000000000,0.005,0.044,0.004,0.9,VERY BAD,30.0,0.0,0.6,20.0,46.0,1017.9,-12.8
1484553600000000000,0.005,0.042,0.005,0.9,VERY BAD,32.0,0.0,1.0,20.0,49.0,1018.3,-12.4
1484557200000000000,0.005,0.036,0.008,0.7,VERY BAD,28.0,0.0,1.7,20.0,47.0,1018.6,-5.7
1484560800000000000,0.005,0.031,0.012,0.7,VERY BAD,32.0,0.0,1.8,20.0,34.0,1019.2,3.2
1484564400000000000,0.005,0.031,0.015,0.7,VERY BAD,32.0,0.0,2.4,70.0,31.0,1019.3,9.2
1484568000000000000,0.005,0.031,0.016,0.7,VERY BAD,35.0,0.0,2.1,360.0,27.0,1018.8,12.9
1484571600000000000,0.005,0.027,0.021,0.6,VERY BAD,29.0,0.0,1.7,50.0,24.0,1018.1,15.6
1484575200000000000,0.004,0.032,0.018,0.7,VERY BAD,27.0,0.0,1.0,250.0,21.0,1017.8,16.7
1484578800000000000,0.004,0.026,0.022,0.5,VERY BAD,16.0,0.0,0.9,360.0,17.0,1018.1,12.4
1484582400000000000,0.004,0.038,0.015,0.5,VERY BAD,16.0,0.0,1.7,50.0,18.0,1018.1,7.8
1484586000000000000,0.004,0.05,0.006,0.6,VERY BAD,26.0,0.0,0.9,340.0,19.0,1018.3,-2.4
1484589600000000000,0.006,0.064,0.004,0.9,VERY BAD,26.0,0.0,2.1,270.0,25.0,1018.7,-3.9
1484593200000000000,0.006,0.065,0.004,1.0,VERY BAD,31.0,0.0,1.4,250.0,30.0,1019.1,-5.1
1484596800000000000,0.006,0.063,0.004,0.9,BAD,41.0,0.0,2.0,270.0,50.0,1018.9,-5.5
1484600400000000000,0.006,0.071,0.004,1.1,VERY BAD,37.0,0.0,1.3,270.0,51.0,1019.6,-6.0
1484604000000000000,0.005,0.069,0.004,1.1,VERY BAD,41.0,0.0,1.7,270.0,42.0,1020.0,-6.5
1484607600000000000,0.006,0.069,0.004,1.3,VERY BAD,40.0,0.0,0.2,0.0,46.0,1020.3,-7.4
1484611200000000000,0.006,0.064,0.004,1.3,BAD,48.0,0.0,1.1,20.0,46.0,1020.4,-8.5
1484614800000000000,0.006,0.06,0.004,1.2,BAD,49.0,0.0,1.3,20.0,45.0,1020.0,-8.7
1484618400000000000,0.005,0.055,0.004,1.1,BAD,52.0,0.0,0.7,20.0,46.0,1020.6,-9.8
1484622000000000000,0.005,0.051,0.004,0.9,VERY BAD,46.0,0.0,1.8,50.0,48.0,1020.8,-9.9
1484625600000000000,0.005,0.049,0.004,1.0,VERY BAD,45.0,0.0,1.7,20.0,51.0,1020.7,-10.2
1484629200000000000,0.005,0.046,0.004,0.9,VERY BAD,45.0,0.0,0.9,20.0,54.0,1020.8,-10.9
1484632800000000000,0.005,0.043,0.004,0.8,VERY BAD,44.0,0.0,1.6,20.0,56.0,1021.1,-10.3
1484636400000000000,0.006,0.052,0.004,0.9,VERY BAD,42.0,0.0,1.8,20.0,59.0,1020.9,-10.7
1484640000000000000,0.006,0.045,0.004,0.8,VERY BAD,40.0,0.0,1.3,20.0,58.0,1020.9,-10.7
1484643600000000000,0.006,0.043,0.005,0.8,VERY BAD,40.0,0.0,2.0,50.0,51.0,1021.1,-5.2
1484647200000000000,0.006,0.044,0.0069999999999999,0.8,VERY BAD,43.0,0.0,1.0,20.0,41.0,1021.6,2.0
1484650800000000000,0.0069999999999999,0.051,0.0069999999999999,0.9,BAD,52.0,0.0,2.1,20.0,38.0,1021.4,6.1
1484654400000000000,0.0069999999999999,0.054,0.008,0.9,BAD,56.0,0.0,1.4,360.0,32.0,1020.9,11.5
1484658000000000000,0.008,0.06,0.008,0.9,BAD,59.0,0.0,2.3,180.0,28.0,1020.5,11.4
1484661600000000000,0.0069999999999999,0.067,0.0069999999999999,0.9,BAD,59.0,0.0,0.9,250.0,27.0,1020.0,10.0
1484665200000000000,0.0069999999999999,0.065,0.0069999999999999,0.7,BAD,56.0,0.0,1.8,290.0,29.0,1019.9,8.6
1484668800000000000,0.008,0.069,0.005,0.9,BAD,60.0,0.0,1.7,290.0,28.0,1019.7,5.1
1484672400000000000,0.008,0.075,0.004,1.1,NORMAL,66.0,0.0,1.0,270.0,32.0,1019.3,-1.3
1484676000000000000,0.008,0.083,0.004,1.3,NORMAL,71.0,0.0,1.2,270.0,35.0,1019.6,-3.2
1484679600000000000,0.008,0.083,0.004,1.3,NORMAL,69.0,0.0,0.6,270.0,38.0,1019.4,-3.9
1484683200000000000,0.008,0.079,0.004,1.2,NORMAL,68.0,0.0,2.0,290.0,42.0,1019.8,-3.2
1484686800000000000,0.006,0.065,0.004,1.0,BAD,59.0,0.0,2.1,270.0,60.0,1020.2,-2.8
1484690400000000000,0.006,0.068,0.004,1.1,BAD,56.0,0.0,1.3,290.0,60.0,1020.7,-4.1
1484694000000000000,0.008,0.078,0.004,1.4,BAD,61.0,0.0,1.4,270.0,60.0,1021.2,-1.3
1484697600000000000,0.009,0.083,0.005,1.6,NORMAL,71.0,0.0,1.4,250.0,62.0,1021.0,-0.9
1484701200000000000,0.008,0.074,0.004,1.3,NORMAL,72.0,0.0,1.1,250.0,64.0,1020.8,-0.9
1484704800000000000,0.008,0.075,0.004,1.5,NORMAL,72.0,0.0,2.4,270.0,69.0,1021.3,-1.2
1484708400000000000,0.0069999999999999,0.071,0.004,1.4,BAD,69.0,0.0,0.2,0.0,74.0,1021.3,-4.2
1484712000000000000,0.006,0.065,0.004,1.3,NORMAL,67.0,0.0,0.6,270.0,76.0,1021.0,-5.4
1484715600000000000,0.006,0.059,0.004,1.1,BAD,65.0,0.0,0.3,0.0,76.0,1021.2,-6.2
1484719200000000000,0.0069999999999999,0.064,0.004,1.4,BAD,70.0,0.0,0.8,270.0,74.0,1020.9,-6.9
1484722800000000000,0.008,0.069,0.004,1.4,BAD,70.0,0.0,0.8,250.0,73.0,1020.8,-7.1
1484726400000000000,0.008,0.072,0.004,1.4,NORMAL,76.0,0.0,1.3,20.0,74.0,1020.6,-6.1
1484730000000000000,0.009,0.078,0.005,1.6,NORMAL,80.0,0.0,1.1,20.0,68.0,1020.5,-2.3
1484733600000000000,0.009,0.077,0.005,1.5,NORMAL,95.0,0.0,1.4,20.0,64.0,1020.4,1.9
1484737200000000000,0.009,0.08,0.005,1.5,GOOD,106.0,0.0,1.8,360.0,57.0,1020.2,7.0
1484740800000000000,0.008,0.071,0.005,1.3,GOOD,116.0,0.0,0.7,50.0,58.0,1019.3,4.9
1484744400000000000,0.0069999999999999,0.068,0.005,1.3,GOOD,116.0,0.0,1.3,360.0,74.0,1018.7,3.5
1484748000000000000,0.008,0.072,0.006,1.4,GOOD,117.0,0.0,0.8,340.0,70.0,1017.9,6.4
1484751600000000000,0.008,0.074,0.005,1.4,GOOD,124.0,0.0,1.5,270.0,67.0,1018.2,4.5
1484755200000000000,0.0069999999999999,0.073,0.004,1.2,GOOD,125.0,0.0,2.4,270.0,64.0,1018.7,4.2
1484758800000000000,0.0069999999999999,0.067,0.005,0.9,GOOD,118.0,0.0,1.8,250.0,68.0,1018.5,0.3
1484762400000000000,0.006,0.056,0.009,0.9,GOOD,115.0,0.0,1.9,340.0,67.0,1018.6,-1.8
1484766000000000000,0.006,0.064,0.005,0.9,GOOD,107.0,0.0,1.7,320.0,65.0,1018.6,-3.0
1484769600000000000,0.006,0.061,0.0069999999999999,1.0,GOOD,95.0,0.0,1.1,270.0,72.0,1018.6,-4.8
1484773200000000000,0.006,0.066,0.004,1.2,NORMAL,94.0,0.0,0.3,0.0,68.0,1018.7,-4.5
1484776800000000000,0.006,0.066,0.004,1.1,NORMAL,103.0,0.0,1.5,290.0,73.0,1018.6,-5.1
1484780400000000000,0.0069999999999999,0.069,0.004,1.4,GOOD,109.0,0.0,2.9,290.0,74.0,1018.5,-4.7
1484784000000000000,0.006,0.066,0.004,1.4,GOOD,124.0,0.0,2.1,290.0,75.0,1018.3,-4.4
1484787600000000000,0.005,0.044,0.012,1.1,GOOD,115.0,0.0,1.2,50.0,75.0,1018.2,-6.2
1484791200000000000,0.005,0.051,0.008,1.1,GOOD,105.0,0.0,0.8,50.0,75.0,1018.1,-6.8
1484794800000000000,0.004,0.04,0.013,1.0,GOOD,103.0,0.0,0.4,0.0,76.0,1018.0,-7.6
1484798400000000000,0.004,0.05,0.004,1.2,GOOD,105.0,0.0,0.6,290.0,81.0,1017.4,-8.0
1484802000000000000,0.005,0.049,0.004,1.2,GOOD,106.0,0.0,0.9,270.0,73.0,1017.2,-7.4
1484805600000000000,0.005,0.05,0.004,1.2,GOOD,108.0,0.0,0.9,320.0,75.0,1016.6,-7.9
1484809200000000000,0.005,0.048,0.005,1.1,GOOD,109.0,0.0,1.4,20.0,75.0,1016.1,-7.1
1484812800000000000,0.006,0.053,0.004,1.2,GOOD,106.0,0.0,1.6,360.0,78.0,1015.8,-7.5
1484816400000000000,0.006,0.053,0.006,1.2,GOOD,110.0,0.0,1.4,20.0,74.0,1015.7,-2.9
1484820000000000000,0.006,0.055,0.008,1.2,GOOD,110.0,0.0,0.9,340.0,61.0,1016.4,4.3
1484823600000000000,0.0069999999999999,0.056,0.008,1.2,VERY BAD,11.0,0.0,2.7,290.0,60.0,1016.6,7.8
1484827200000000000,0.008,0.067,0.008,1.3,NORMAL,94.0,0.0,1.1,290.0,44.0,1014.6,11.0
1484830800000000000,0.008,0.066,0.009,1.2,GOOD,108.0,0.0,1.8,250.0,39.0,1013.0,14.6
1484834400000000000,0.008,0.066,0.009,1.1,GOOD,90.0,0.0,1.7,200.0,41.0,1011.9,11.3
1484838000000000000,0.008,0.07,0.0069999999999999,1.1,GOOD,95.0,0.0,1.2,180.0,37.0,1010.7,9.9
1484841600000000000,0.008,0.077,0.005,1.1,GOOD,108.0,0.0,2.8,270.0,33.0,1010.6,7.2
1484845200000000000,0.0069999999999999,0.068,0.005,0.8,GOOD,92.0,0.0,4.3,250.0,45.0,1010.5,0.7
1484848800000000000,0.006,0.059,0.009,0.8,NORMAL,65.0,0.0,3.4,250.0,44.0,1010.4,-2.2
1484852400000000000,0.006,0.059,0.008,0.8,BAD,59.0,0.0,1.4,270.0,48.0,1010.0,-2.2
1484856000000000000,0.005,0.065,0.004,0.8,BAD,60.0,0.0,0.7,290.0,50.0,1009.6,-3.1
1484859600000000000,0.006,0.066,0.004,0.8,BAD,61.0,0.0,0.9,270.0,43.0,1008.8,-2.9
1484863200000000000,0.005,0.066,0.004,0.8,NORMAL,71.0,0.0,1.4,250.0,45.0,1008.3,-4.2
1484866800000000000,0.006,0.069,0.004,0.8,VERY BAD,55.0,0.0,1.9,270.0,46.0,1008.1,-2.2
1484870400000000000,0.006,0.068,0.003,0.9,BAD,51.0,0.0,0.6,270.0,50.0,1007.4,-2.4
1484874000000000000,0.006,0.069,0.004,1.0,BAD,55.0,0.0,1.1,360.0,52.0,1006.0,-1.8
1484877600000000000,0.005,0.065,0.005,0.9,BAD,57.0,0.0,1.3,20.0,50.0,1005.3,-1.3
1484881200000000000,0.003,0.061,0.003,0.7,VERY BAD,45.0,0.1,1.4,360.0,79.0,1005.1,-1.8
1484884800000000000,0.002,0.059,0.004,0.7,VERY BAD,40.0,0.0,0.9,360.0,91.0,1004.9,-1.2
